what is reagan known for,"Furthermore, says Henry, the consensus viewpoint agrees that he revived faith in the presidency and American self-confidence, and contributed critically to ending the Cold War ."
what is evoked otoacoustic emissions,An otoacoustic emission (OAE) is a sound which is generated from within the inner ear .
what is chep pallet,"CHEP (Commonwealth Handling Equipment Pool) is an international company dealing in pallet and container pooling services, serving customers in a range of industrial and retail supply chains ."
who is victoria jackson from saturday night live,"Victoria Jackson (born August 2, 1959) is an American comedian, actress, satirist, singer and internet blogger best known as a cast member of the NBC television sketch comedy series Saturday Night Live (SNL) from 1986 to 1992."
what was the post modernist era in literature?,"Postmodern literature is literature characterized by heavy reliance on techniques like fragmentation, paradox, and questionable narrators, and is often (though not exclusively) defined as a style or trend which emerged in the post–World War II era."
who is the group enigma,"The Romanian-born Cretu conceived the Enigma project while working in Germany, but based his recording studio A.R.T. Studios in Ibiza, Spain , from the early 1990s until May 2009, where he has recorded all of Enigma's studio releases to date."
when was scooby doo created,"Scooby-Doo is an American animated cartoon franchise , comprising several animated television series produced from 1969 to the present day."
what is the federal death tax,"The estate tax in the United States is a tax imposed on the transfer of the ""taxable estate "" of a deceased person, whether such property is transferred via a will , according to the state laws of intestacy or otherwise made as an incident of the death of the owner, such as a transfer of property from an intestate estate or trust, or the payment of certain life insurance benefits or financial account sums to beneficiaries."
when was raphael born,"Raffaello Sanzio da Urbino (April 6 or March 28, 1483 – April 6, 1520), better known simply as Raphael, was an Italian painter and architect of the High Renaissance ."
who is the CEO OF FACEBOOK,"As of April 2013, Zuckerberg is the chairman and chief executive of Facebook, Inc. and in 2013 his personal wealth was estimated to be US$13 .3 billion ."
What Is the Largest Whale,"At in length and or more in weight, it is the largest known animal to have ever existed."
What Is Range in Math,is a function from domain X to codomain Y.
where is the seed located in an artichoke,The edible matter is buds that form within the flower heads before the flowers come into bloom.
who is on the hundred dollar bill,"U.S. statesman, inventor, and diplomat Benjamin Franklin is currently featured on the obverse of the bill."
what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra )."
who are the members of the climax blues band?,"The original members were guitarist/vocalist Peter Haycock , guitarist Derek Holt; keyboardist Arthur Wood; bassist Richard Jones; drummer George Newsome; and lead vocalist and saxophonist Colin Cooper."
when was the web invented,"Using concepts from his earlier hypertext systems like ENQUIRE , British engineer, computer scientist and at that time employee of the CERN , Sir Tim Berners-Lee , now Director of the World Wide Web Consortium (W3C), wrote a proposal in March 1989 for what would eventually become the World Wide Web."
WHAT IS PARESTHESIAS OF HANDS,"It is more generally known as the feeling of ""pins and needles"" or of a limb ""falling asleep""."
what is kathmandu known for,Kathmandu ( ; ) is the capital and largest urban agglomerate of Nepal .
where is mark sanchez from,"Mark Travis John Sanchez (born November 11, 1986) is an American football quarterback for the New York Jets of the National Football League (NFL)."
who is paul avery to the zodiac killings,"Paul Avery (April 2, 1934December 10, 2000) was an American police reporter, best known for his stories on the infamous serial killer known as the Zodiac , and later for his work on the Patricia Hearst kidnapping."
what is sump pump  used for,"A sump pump is a pump used to remove water that has accumulated in a water collecting sump basin, commonly found in the basement of homes."
when was bloody kansas in,"Bleeding Kansas, Bloody Kansas or the Border War, was a series of violent political confrontations involving anti-slavery Free-Staters and pro-slavery "" Border Ruffian "" elements, that took place in the Kansas Territory and the neighboring towns of Missouri between 1854 and 1861."
What Is Benzene Used For,"It is mainly used as a precursor to heavy chemicals, such as ethylbenzene and cumene , which are produced on a billion kilogram scale."
what is homebrew for wii?,Wii homebrew refers to the reuse of Nintendo 's Wii game console to run software that has not been authorized by Nintendo .
